"AUXRR116.Code.or.Value","AUXRR116.Value.Description","AUXRR116.Count","AUXRR116.Cumulative","AUXRR116.Skip.to.Item"
"-41 to 49","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
