"AUXRR114.Code.or.Value","AUXRR114.Value.Description","AUXRR114.Count","AUXRR114.Cumulative","AUXRR114.Skip.to.Item"
"-51 to 57","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
