"AUXLR102.Code.or.Value","AUXLR102.Value.Description","AUXLR102.Count","AUXLR102.Cumulative","AUXLR102.Skip.to.Item"
"-61 to 48","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
