"AUXLR202.Code.or.Value","AUXLR202.Value.Description","AUXLR202.Count","AUXLR202.Cumulative","AUXLR202.Skip.to.Item"
"-36 to 78","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
