"SXQ020.Code.or.Value","SXQ020.Value.Description","SXQ020.Count","SXQ020.Cumulative","SXQ020.Skip.to.Item"
"1","Yes",2549,2549,""
"2","No",88,2637,"SXQ280"
"7","Refused",2,2639,"SXQ280"
"9","Don't know",1,2640,"SXQ280"
".","Missing",352,2992,""
