"TYXP111.Code.or.Value","TYXP111.Value.Description","TYXP111.Count","TYXP111.Cumulative","TYXP111.Skip.to.Item"
"-282 to 123","Range of Values",5486,5486,NA
".","Missing",99,5585,NA
