"AUXLR118.Code.or.Value","AUXLR118.Value.Description","AUXLR118.Count","AUXLR118.Cumulative","AUXLR118.Skip.to.Item"
"-42 to 36","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
