"TYXP151.Code.or.Value","TYXP151.Value.Description","TYXP151.Count","TYXP151.Cumulative","TYXP151.Skip.to.Item"
"-291 to 18","Range of Values",5782,5782,NA
".","Missing",2687,8469,NA
