"WBXA005.Code.or.Value","WBXA005.Value.Description","WBXA005.Count","WBXA005.Cumulative","WBXA005.Skip.to.Item"
"-7.1239 to 0.9516","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
