"AUXRR152.Code.or.Value","AUXRR152.Value.Description","AUXRR152.Count","AUXRR152.Cumulative","AUXRR152.Skip.to.Item"
"-23 to 39","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
