"WBXA083.Code.or.Value","WBXA083.Value.Description","WBXA083.Count","WBXA083.Cumulative","WBXA083.Skip.to.Item"
"-6.6558 to 0.9987","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
