"RFXC165.Code.or.Value","RFXC165.Value.Description","RFXC165.Count","RFXC165.Cumulative","RFXC165.Skip.to.Item"
"-6.695 to 2.514","Range of Values",51050,51050,NA
".","Missing",26,51076,NA
