"AUDTYR44.Code.or.Value","AUDTYR44.Value.Description","AUDTYR44.Count","AUDTYR44.Cumulative","AUDTYR44.Skip.to.Item"
"0 to 3.28","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
