"LBD146LC.Code.or.Value","LBD146LC.Value.Description","LBD146LC.Count","LBD146LC.Cumulative","LBD146LC.Skip.to.Item"
"0","At or above the detection limit",281,281,NA
"1","Below lower detection limit",7,288,NA
".","Missing",13,301,NA
