"MCQ010.Code.or.Value","MCQ010.Value.Description","MCQ010.Count","MCQ010.Cumulative","MCQ010.Skip.to.Item"
"1","Yes",1385,1385,""
"2","No",8274,9659,"MCQ053"
"7","Refused",1,9660,"MCQ053"
"9","Don't know",6,9666,"MCQ053"
".","Missing",0,9666,""
