"AUDTYR47.Code.or.Value","AUDTYR47.Value.Description","AUDTYR47.Count","AUDTYR47.Cumulative","AUDTYR47.Skip.to.Item"
"0 to 2.22","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
