"TYXP219.Code.or.Value","TYXP219.Value.Description","TYXP219.Count","TYXP219.Cumulative","TYXP219.Skip.to.Item"
"-298 to 173","Range of Values",191,191,NA
".","Missing",5394,5585,NA
