"WBXA092.Code.or.Value","WBXA092.Value.Description","WBXA092.Count","WBXA092.Cumulative","WBXA092.Skip.to.Item"
"-80.1168 to 0.9949","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
