"AUDTYL41.Code.or.Value","AUDTYL41.Value.Description","AUDTYL41.Count","AUDTYL41.Cumulative","AUDTYL41.Skip.to.Item"
"0 to 2.38","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
