"AUXRR161.Code.or.Value","AUXRR161.Value.Description","AUXRR161.Count","AUXRR161.Cumulative","AUXRR161.Skip.to.Item"
"-19 to 64","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
