"FSD675.Code.or.Value","FSD675.Value.Description","FSD675.Count","FSD675.Cumulative","FSD675.Skip.to.Item"
"1","Yes",1847,1847,NA
"2","No",1113,2960,NA
"7","Refused",0,2960,NA
"9","Don't know",12,2972,NA
".","Missing",7203,10175,NA
