"AUXRR114.Code.or.Value","AUXRR114.Value.Description","AUXRR114.Count","AUXRR114.Cumulative","AUXRR114.Skip.to.Item"
"-33 to 64","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
