"RFXC112.Code.or.Value","RFXC112.Value.Description","RFXC112.Count","RFXC112.Cumulative","RFXC112.Skip.to.Item"
"-6.709 to 5.575","Range of Values",51057,51057,NA
".","Missing",19,51076,NA
