"SMQ845.Code.or.Value","SMQ845.Value.Description","SMQ845.Count","SMQ845.Cumulative","SMQ845.Skip.to.Item"
"1 to 5","Range of Values",38,38,NA
"7","Refused",0,38,NA
"9","Don't know",0,38,NA
".","Missing",6706,6744,NA
