"AUXLR206.Code.or.Value","AUXLR206.Value.Description","AUXLR206.Count","AUXLR206.Cumulative","AUXLR206.Skip.to.Item"
"-51 to 56","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
