"OHQ136.Code.or.Value","OHQ136.Value.Description","OHQ136.Count","OHQ136.Cumulative","OHQ136.Skip.to.Item"
"1","Yes",44,44,NA
"2","No",280,324,NA
"7","Refused",0,324,NA
"9","Don't know",0,324,NA
".","Missing",8263,8587,NA
