"MCQ051.Code.or.Value","MCQ051.Value.Description","MCQ051.Count","MCQ051.Cumulative","MCQ051.Skip.to.Item"
"1","Yes",559,559,NA
"2","No",321,880,NA
"7","Refused",0,880,NA
"9","Don't know",2,882,NA
".","Missing",8482,9364,NA
