"AUQ141.Code.or.Value","AUQ141.Value.Description","AUQ141.Count","AUQ141.Cumulative","AUQ141.Skip.to.Item"
"1","Less than a year ago",594,594,NA
"2","1 year to 4 years ago",782,1376,NA
"3","5 to 9 years ago",272,1648,NA
"4","Ten or more years ago",281,1929,NA
"5","Never",379,2308,NA
"7","Refused",0,2308,NA
"9","Don't know",85,2393,NA
".","Missing",7273,9666,NA
