"AUDTYL32.Code.or.Value","AUDTYL32.Value.Description","AUDTYL32.Count","AUDTYL32.Cumulative","AUDTYL32.Skip.to.Item"
"0 to 1.47","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
