"FSD655.Code.or.Value","FSD655.Value.Description","FSD655.Count","FSD655.Cumulative","FSD655.Skip.to.Item"
"1","Yes",926,926,""
"2","No",911,1837,"HHfdsec"
"7","Refused",0,1837,"HHfdsec"
"9","Don't know",1,1838,"HHfdsec"
".","Missing",9201,11039,""
