"FSD680.Code.or.Value","FSD680.Value.Description","FSD680.Count","FSD680.Cumulative","FSD680.Skip.to.Item"
"1","Yes",1434,1434,NA
"2","No",1024,2458,NA
"7","Refused",0,2458,NA
"9","Don't know",33,2491,NA
".","Missing",7658,10149,NA
