"AUQ270.Code.or.Value","AUQ270.Value.Description","AUQ270.Count","AUQ270.Cumulative","AUQ270.Skip.to.Item"
"1","Yes",16,16,NA
"2","No",72,88,NA
"7","Refused",0,88,NA
"9","Don't know",0,88,NA
".","Missing",9578,9666,NA
