"RHQ582.Code.or.Value","RHQ582.Value.Description","RHQ582.Count","RHQ582.Cumulative","RHQ582.Skip.to.Item"
"21 to 68","Range of Values",44,44,NA
"777","Refused",0,44,NA
"999","Don't know",0,44,NA
".","Missing",3821,3865,NA
