"AUDTYR04.Code.or.Value","AUDTYR04.Value.Description","AUDTYR04.Count","AUDTYR04.Cumulative","AUDTYR04.Skip.to.Item"
"0 to 1.69","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
