"CIQD021.Code.or.Value","CIQD021.Value.Description","CIQD021.Count","CIQD021.Cumulative","CIQD021.Skip.to.Item"
"1 to 30","Range of Values",35,35,NA
"100","100 +",0,35,NA
"777","Refuse",0,35,NA
"999","Don't know",1,36,NA
".","Missing",892,928,NA
