"AUXLR110.Code.or.Value","AUXLR110.Value.Description","AUXLR110.Count","AUXLR110.Cumulative","AUXLR110.Skip.to.Item"
"-42 to 45","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
