"LBD167LC.Code.or.Value","LBD167LC.Value.Description","LBD167LC.Count","LBD167LC.Cumulative","LBD167LC.Skip.to.Item"
"0","At or above the detection limit",197,197,NA
"1","Below lower detection limit",54,251,NA
".","Missing",0,251,NA
