"AUXRR238.Code.or.Value","AUXRR238.Value.Description","AUXRR238.Count","AUXRR238.Cumulative","AUXRR238.Skip.to.Item"
"-32 to 103","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
