"AUXRR256.Code.or.Value","AUXRR256.Value.Description","AUXRR256.Count","AUXRR256.Cumulative","AUXRR256.Skip.to.Item"
"-13 to 46","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
