"DBQ940.Code.or.Value","DBQ940.Value.Description","DBQ940.Count","DBQ940.Cumulative","DBQ940.Skip.to.Item"
"1","Yes",3447,3447,NA
"2","No",3096,6543,NA
"7","Refused",2,6545,NA
"9","Don't know",1,6546,NA
".","Missing",3603,10149,NA
