"SXQ200.Code.or.Value","SXQ200.Value.Description","SXQ200.Count","SXQ200.Cumulative","SXQ200.Skip.to.Item"
"0 to 175","Range of Values",1079,1079,NA
"77777","Refused",3,1082,NA
"99999","Don't know",3,1085,NA
".","Missing",1753,2838,NA
