"TYXP229.Code.or.Value","TYXP229.Value.Description","TYXP229.Count","TYXP229.Cumulative","TYXP229.Skip.to.Item"
"-298 to 153","Range of Values",145,145,NA
".","Missing",5440,5585,NA
