"SXQ280.Code.or.Value","SXQ280.Value.Description","SXQ280.Count","SXQ280.Cumulative","SXQ280.Skip.to.Item"
"1","Circumcised",919,919,NA
"2","Uncircumcised",341,1260,NA
"7","Refused",1,1261,NA
"9","Don't know",5,1266,NA
".","Missing",1726,2992,NA
