"DUQ213.Code.or.Value","DUQ213.Value.Description","DUQ213.Count","DUQ213.Cumulative","DUQ213.Skip.to.Item"
"9 to 52","Range of Values",868,868,NA
"777","Refused",0,868,NA
"999","Don't know",0,868,NA
".","Missing",3928,4796,NA
