"MCQ050.Code.or.Value","MCQ050.Value.Description","MCQ050.Count","MCQ050.Cumulative","MCQ050.Skip.to.Item"
"1","Yes",145,145,NA
"2","No",265,410,NA
"7","Refused",0,410,NA
"9","Don't know",0,410,NA
".","Missing",9083,9493,NA
