"AUXRR112.Code.or.Value","AUXRR112.Value.Description","AUXRR112.Count","AUXRR112.Cumulative","AUXRR112.Skip.to.Item"
"-73 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
