"LBD178LC.Code.or.Value","LBD178LC.Value.Description","LBD178LC.Count","LBD178LC.Cumulative","LBD178LC.Skip.to.Item"
"0","detectable result",167,167,NA
"1","below detectable limit",1765,1932,NA
".","Missing",342,2274,NA
