"SXQ020.Code.or.Value","SXQ020.Value.Description","SXQ020.Count","SXQ020.Cumulative","SXQ020.Skip.to.Item"
"1","Yes",2918,2918,""
"2","No",123,3041,"SXQ280"
"7","Refused",3,3044,"SXQ280"
"9","Don't know",9,3053,"SXQ280"
".","Missing",346,3399,""
