"RFXC090.Code.or.Value","RFXC090.Value.Description","RFXC090.Count","RFXC090.Cumulative","RFXC090.Skip.to.Item"
"-8.009 to 4.558","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
