"AUDTYL82.Code.or.Value","AUDTYL82.Value.Description","AUDTYL82.Count","AUDTYL82.Cumulative","AUDTYL82.Skip.to.Item"
"0 to 0.19","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
