"KIQ301.Code.or.Value","KIQ301.Value.Description","KIQ301.Count","KIQ301.Cumulative","KIQ301.Skip.to.Item"
"1","Yes",24,24,NA
"2","No",33,57,NA
"7","Refused",0,57,NA
"9","Don't know",0,57,NA
".","Missing",1450,1507,NA
