"DBD940.Code.or.Value","DBD940.Value.Description","DBD940.Count","DBD940.Cumulative","DBD940.Skip.to.Item"
"1","Yes",2151,2151,NA
"2","No",299,2450,NA
"7","Refused",0,2450,NA
"9","Don't know",0,2450,NA
".","Missing",495,2945,NA
