"CIQG19.Code.or.Value","CIQG19.Value.Description","CIQG19.Count","CIQG19.Cumulative","CIQG19.Skip.to.Item"
"1","Yes",65,65,""
"2","No",13,78,"CIQG21"
"7","Refused",0,78,"CIQG21"
"9","Don't know",1,79,"CIQG21"
".","Missing",849,928,""
