"SMD057.Code.or.Value","SMD057.Value.Description","SMD057.Count","SMD057.Cumulative","SMD057.Skip.to.Item"
"2 to 90","Range of Values",1189,1189,NA
"1","1 cigarette or less",136,1325,NA
"95","95 cigarettes or more",7,1332,NA
"777","Refused",0,1332,NA
"999","Don't know",15,1347,NA
".","Missing",5821,7168,NA
