"MCQ220.Code.or.Value","MCQ220.Value.Description","MCQ220.Count","MCQ220.Cumulative","MCQ220.Skip.to.Item"
"1","Yes",414,414,""
"2","No",4561,4975,"MCQ245A"
"7","Refused",0,4975,"MCQ245A"
"9","Don't know",4,4979,"MCQ245A"
".","Missing",4843,9822,""
