"MCQ203.Code.or.Value","MCQ203.Value.Description","MCQ203.Count","MCQ203.Cumulative","MCQ203.Skip.to.Item"
"1","Yes",157,157,""
"2","No",8304,8461,"MCQ220"
"7","Refused",0,8461,"MCQ220"
"9","Don't know",11,8472,"MCQ220"
".","Missing",1298,9770,""
