"RFXC170.Code.or.Value","RFXC170.Value.Description","RFXC170.Count","RFXC170.Cumulative","RFXC170.Skip.to.Item"
"-7.386 to 0.689","Range of Values",51049,51049,NA
".","Missing",27,51076,NA
