"DUQ200.Code.or.Value","DUQ200.Value.Description","DUQ200.Count","DUQ200.Cumulative","DUQ200.Skip.to.Item"
"1","Yes",1774,1774,""
"2","No",1559,3333,"DUQ240"
"7","Refused",7,3340,"DUQ240"
"9","Don't know",4,3344,"DUQ240"
".","Missing",1452,4796,""
