"AUXRR244.Code.or.Value","AUXRR244.Value.Description","AUXRR244.Count","AUXRR244.Cumulative","AUXRR244.Skip.to.Item"
"-25 to 41","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
