"SXQ170.Code.or.Value","SXQ170.Value.Description","SXQ170.Count","SXQ170.Cumulative","SXQ170.Skip.to.Item"
"0 to 2000","Range of Values",1201,1201,NA
"77777","Refused",9,1210,NA
"99999","Don't know",11,1221,NA
".","Missing",1771,2992,NA
