"SMQ830.Code.or.Value","SMQ830.Value.Description","SMQ830.Count","SMQ830.Cumulative","SMQ830.Skip.to.Item"
"1 to 5","Range of Values",32,32,NA
"7","Refused",0,32,NA
"9","Don't know",0,32,NA
".","Missing",6517,6549,NA
