"DID260.Code.or.Value","DID260.Value.Description","DID260.Count","DID260.Cumulative","DID260.Skip.to.Item"
"1 to 15","Range of Values",661,661,NA
"0","Never",188,849,NA
"777","Refused",0,849,NA
"999","Don't know",0,849,NA
".","Missing",8726,9575,NA
