"DBD411.Code.or.Value","DBD411.Value.Description","DBD411.Count","DBD411.Cumulative","DBD411.Skip.to.Item"
"1 to 5","Range of Values",1216,1216,""
"0","None",1112,2328,"DBQ422"
"7777","Refused",1,2329,"DBQ422"
"9999","Don't know",6,2335,"DBQ422"
".","Missing",7840,10175,""
