"AUXLR267.Code.or.Value","AUXLR267.Value.Description","AUXLR267.Count","AUXLR267.Cumulative","AUXLR267.Skip.to.Item"
"-23 to 99","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
